0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y,Category
0.2619362771511078,0.7465236186981201,0.3011961877346039,0.7185060977935791,0.32952436804771423,0.6736511588096619,0.3523837625980377,0.6385058760643005,0.37342917919158936,0.6203901171684265,0.29724517464637756,0.6035345196723938,0.3064830005168915,0.5493299961090088,0.30986353754997253,0.5166977047920227,0.3104495108127594,0.4891212582588196,0.27094587683677673,0.5984691977500916,0.27388593554496765,0.533551812171936,0.27418938279151917,0.4949953258037567,0.27236396074295044,0.46370169520378113,0.24580331146717072,0.6059539318084717,0.2355211079120636,0.5462548136711121,0.2292824387550354,0.5100767016410828,0.2242996096611023,0.4796258211135864,0.22115197777748108,0.6251360177993774,0.19790750741958618,0.5867390632629395,0.18213561177253723,0.5626100897789001,0.16942033171653748,0.5388274788856506,Paper
0.18865934014320374,0.581596851348877,0.22045259177684784,0.5557234883308411,0.24603323638439178,0.5233529210090637,0.2669200301170349,0.49702680110931396,0.28630948066711426,0.48129671812057495,0.21458980441093445,0.4682164788246155,0.22209668159484863,0.4206489026546478,0.22463619709014893,0.39418965578079224,0.22527527809143066,0.36889365315437317,0.19306370615959167,0.4634131193161011,0.19611521065235138,0.4073154628276825,0.19724906980991364,0.3758313059806824,0.19646555185317993,0.34899601340293884,0.1716926097869873,0.46840187907218933,0.16402822732925415,0.4170433282852173,0.15941224992275238,0.3853014409542084,0.1554933488368988,0.3578183650970459,0.15103405714035034,0.48227572441101074,0.13139118254184723,0.44976136088371277,0.11708738654851913,0.42974013090133667,0.10459744930267334,0.4103127419948578,Paper
0.32835689187049866,0.8384026885032654,0.3824273347854614,0.7917216420173645,0.41491061449050903,0.7216817140579224,0.44464361667633057,0.6512666344642639,0.47352665662765503,0.6046059727668762,0.3656768500804901,0.621991753578186,0.3775187134742737,0.5302375555038452,0.3811338245868683,0.47519999742507935,0.37986528873443604,0.4297950863838196,0.32438063621520996,0.6110810041427612,0.32866570353507996,0.5105267763137817,0.32764700055122375,0.44600170850753784,0.3226861357688904,0.3911852240562439,0.28629612922668457,0.6257031559944153,0.25632330775260925,0.5366719961166382,0.23426547646522522,0.4765596389770508,0.21477892994880676,0.42602652311325073,0.2536994218826294,0.6633564829826355,0.20435000956058502,0.6082819104194641,0.17100679874420166,0.5798790454864502,0.14249759912490845,0.5496334433555603,Paper
0.31792306900024414,0.8596743941307068,0.3728131353855133,0.806432843208313,0.4060513973236084,0.7236124277114868,0.43026697635650635,0.6411330103874207,0.450133740901947,0.5791602730751038,0.3623805344104767,0.6209695339202881,0.37611767649650574,0.5283985137939453,0.38265958428382874,0.4718036949634552,0.3847412168979645,0.42526009678840637,0.3221462666988373,0.6089199185371399,0.3290178179740906,0.5049507021903992,0.33120739459991455,0.43978431820869446,0.3302956223487854,0.3836825489997864,0.28317907452583313,0.6224289536476135,0.26002246141433716,0.5261968970298767,0.2434616982936859,0.46146029233932495,0.22968539595603943,0.40550559759140015,0.24633818864822388,0.6583132147789001,0.20597678422927856,0.5924692153930664,0.17844486236572266,0.5523088574409485,0.15599794685840607,0.5109597444534302,Paper
0.34967726469039917,0.7497850656509399,0.427564412355423,0.6963058114051819,0.4808575510978699,0.6128535866737366,0.5194822549819946,0.5392887592315674,0.5467337369918823,0.4938340485095978,0.4186442792415619,0.45960813760757446,0.4410720765590668,0.3501611351966858,0.45266103744506836,0.28327810764312744,0.4560662806034088,0.2257884442806244,0.36967113614082336,0.4395604729652405,0.383899450302124,0.31198474764823914,0.39026474952697754,0.229488804936409,0.3899213373661041,0.1615973711013794,0.32199811935424805,0.44897133111953735,0.3032844066619873,0.3201134204864502,0.29276230931282043,0.23853503167629242,0.28112801909446716,0.17057231068611145,0.27529996633529663,0.4873799979686737,0.2253645658493042,0.39816299080848694,0.19133761525154114,0.3423110246658325,0.16307903826236725,0.28979581594467163,Paper
0.41439273953437805,0.9159557819366455,0.5111809372901917,0.8824019432067871,0.5896024703979492,0.7986589670181274,0.6659801006317139,0.7160800695419312,0.7402247190475464,0.6602517366409302,0.5240134596824646,0.5810463428497314,0.5541544556617737,0.4261038303375244,0.5715596675872803,0.32675135135650635,0.5799573063850403,0.23787006735801697,0.45072999596595764,0.54481440782547,0.46606820821762085,0.37000998854637146,0.4733296036720276,0.25676316022872925,0.4721718728542328,0.15624317526817322,0.3795655369758606,0.5612884163856506,0.34164267778396606,0.3890286684036255,0.31105610728263855,0.27719396352767944,0.28362220525741577,0.18325379490852356,0.3154052495956421,0.6215495467185974,0.23620805144309998,0.5183579325675964,0.17811399698257446,0.45929795503616333,0.13001489639282227,0.396473228931427,Paper
0.31268569827079773,0.7433662414550781,0.3556404709815979,0.6967524886131287,0.3806439936161041,0.6260426044464111,0.39951515197753906,0.5734661221504211,0.4137883186340332,0.5412517189979553,0.32087716460227966,0.5342603921890259,0.3213667571544647,0.45935311913490295,0.31903722882270813,0.4130780100822449,0.3143218457698822,0.375201553106308,0.288047194480896,0.5307710766792297,0.2818969786167145,0.44136178493499756,0.27917197346687317,0.38565298914909363,0.27427488565444946,0.3416972756385803,0.2580205798149109,0.5442034006118774,0.23873785138130188,0.4577678442001343,0.22947359085083008,0.400328129529953,0.21971489489078522,0.3540709614753723,0.23151835799217224,0.5745223760604858,0.19432270526885986,0.5163552761077881,0.16964207589626312,0.4789736568927765,0.14831963181495667,0.4450298547744751,Paper
0.29154133796691895,0.6312967538833618,0.33590635657310486,0.6025314927101135,0.36444735527038574,0.5368435382843018,0.39114028215408325,0.4692613184452057,0.4254182279109955,0.4335425794124603,0.33493155241012573,0.4284728467464447,0.3461998403072357,0.3436662554740906,0.35080376267433167,0.28740328550338745,0.35400936007499695,0.23973537981510162,0.30659595131874084,0.4171406030654907,0.3174898624420166,0.32600706815719604,0.3221094012260437,0.26531291007995605,0.3253151774406433,0.21250294148921967,0.27756690979003906,0.4253079295158386,0.27482321858406067,0.33962881565093994,0.27295076847076416,0.28607070446014404,0.2723747491836548,0.24200910329818726,0.2470351755619049,0.4526253342628479,0.21815985441207886,0.40286290645599365,0.1980682909488678,0.36981868743896484,0.18176089227199554,0.3380059599876404,Paper
0.35852301120758057,0.7690064907073975,0.4060823917388916,0.7288761734962463,0.4266815185546875,0.6712915301322937,0.4437023997306824,0.6318700313568115,0.4583142101764679,0.6017448306083679,0.36521175503730774,0.5748036503791809,0.3672697842121124,0.5071337223052979,0.36862239241600037,0.4642431139945984,0.3677980601787567,0.4304267168045044,0.3422488868236542,0.5648035407066345,0.3363232910633087,0.4811454117298126,0.3376333713531494,0.42466482520103455,0.3372010588645935,0.3828318119049072,0.31839439272880554,0.5686162710189819,0.30084362626075745,0.4831414818763733,0.2969600260257721,0.4254800081253052,0.29143962264060974,0.3777724802494049,0.2962164282798767,0.5863036513328552,0.27292224764823914,0.516130805015564,0.25933748483657837,0.4687972068786621,0.24641689658164978,0.4262568950653076,Paper
0.4139516353607178,0.7049944400787354,0.3522554337978363,0.6795009970664978,0.30987584590911865,0.6291677951812744,0.2716388702392578,0.5837786793708801,0.23833400011062622,0.5571523308753967,0.36447516083717346,0.5252960324287415,0.3458603620529175,0.43575596809387207,0.3357764780521393,0.38106101751327515,0.3310657739639282,0.33845454454421997,0.4044765830039978,0.5139046907424927,0.3902076780796051,0.4139930307865143,0.38185933232307434,0.3512369394302368,0.37937018275260925,0.3021852374076843,0.4420798420906067,0.5228130221366882,0.45705080032348633,0.4301392138004303,0.4665859341621399,0.3716464340686798,0.47569435834884644,0.32762643694877625,0.4720629155635834,0.5460755825042725,0.5046631097793579,0.4856107831001282,0.5258755683898926,0.4527256190776825,0.5439814925193787,0.4244663119316101,Paper
0.7452845573425293,0.7360683679580688,0.6751221418380737,0.6850823760032654,0.6265414953231812,0.5840144157409668,0.6011459827423096,0.4922773540019989,0.573810338973999,0.4268936812877655,0.6835771203041077,0.45700564980506897,0.6732198596000671,0.34097403287887573,0.6698657274246216,0.2729797959327698,0.6710463166236877,0.2148619443178177,0.737180769443512,0.44976431131362915,0.7402085661888123,0.3203769326210022,0.7455315589904785,0.23910847306251526,0.7501037120819092,0.17338737845420837,0.7839892506599426,0.4694373607635498,0.8063178658485413,0.35213959217071533,0.8220468759536743,0.27758508920669556,0.8335167765617371,0.2118503600358963,0.824481725692749,0.5103961229324341,0.8579651713371277,0.4268866777420044,0.8831738829612732,0.37060463428497314,0.9037370085716248,0.3165578842163086,Paper
0.735447108745575,0.4997670352458954,0.6997973322868347,0.49710798263549805,0.6663007140159607,0.46705740690231323,0.6421622037887573,0.440927118062973,0.6193916201591492,0.43454596400260925,0.6784124970436096,0.39813828468322754,0.6592196822166443,0.35529670119285583,0.648455023765564,0.3284565210342407,0.6407447457313538,0.3057023286819458,0.699381411075592,0.38352856040000916,0.6855494379997253,0.331304669380188,0.6785391569137573,0.2974032759666443,0.6740568280220032,0.2706475853919983,0.721976101398468,0.38053205609321594,0.7162858843803406,0.3266040086746216,0.7145665884017944,0.29422467947006226,0.712769627571106,0.2675383687019348,0.744999349117279,0.38705405592918396,0.7499510049819946,0.3449094593524933,0.7538212537765503,0.3173307776451111,0.7561700940132141,0.2922136187553406,Paper
0.48527759313583374,0.721435546875,0.5134760141372681,0.6607062816619873,0.5151299834251404,0.5957779288291931,0.5089084506034851,0.5357187986373901,0.507239818572998,0.4908307194709778,0.45300352573394775,0.5602912306785583,0.4354018270969391,0.49201372265815735,0.42415010929107666,0.4578995108604431,0.4139239490032196,0.43445056676864624,0.42270079255104065,0.5783992409706116,0.3998771607875824,0.5040438175201416,0.3838116228580475,0.46708106994628906,0.3691827654838562,0.4419171214103699,0.40068748593330383,0.6063212752342224,0.3701930642127991,0.5480945706367493,0.3523029088973999,0.5163272619247437,0.338765412569046,0.493280291557312,0.3866533041000366,0.6382673978805542,0.3551282584667206,0.6102608442306519,0.3346952497959137,0.5935458540916443,0.3181963562965393,0.5800323486328125,Paper
0.787575364112854,0.8124090433120728,0.7054372429847717,0.7570048570632935,0.6481072306632996,0.6432326436042786,0.6129027009010315,0.5445569753646851,0.5718446969985962,0.47403281927108765,0.7087230682373047,0.4936036467552185,0.6907676458358765,0.362301766872406,0.6821779608726501,0.2823956608772278,0.6792630553245544,0.2113237977027893,0.7691101431846619,0.4821959137916565,0.7673338055610657,0.33093225955963135,0.7688108682632446,0.2334800511598587,0.7705438733100891,0.15059298276901245,0.8255518078804016,0.5033054351806641,0.8410918116569519,0.3622632324695587,0.8547619581222534,0.2695087492465973,0.8642603754997253,0.1866934895515442,0.8768858313560486,0.5485445857048035,0.9066983461380005,0.442695677280426,0.9310945868492126,0.37331444025039673,0.9512535333633423,0.30784350633621216,Paper
0.774505078792572,0.7866055965423584,0.7103257775306702,0.7424010038375854,0.6669362783432007,0.6395352482795715,0.6434012055397034,0.5638462901115417,0.6129354238510132,0.521676242351532,0.7164825797080994,0.5097022652626038,0.6976589560508728,0.40619969367980957,0.6881512403488159,0.34140703082084656,0.6837096214294434,0.28651970624923706,0.7645319104194641,0.4976253807544708,0.7699010968208313,0.3722861707210541,0.7698699831962585,0.288021445274353,0.7675878405570984,0.2214210331439972,0.8078726530075073,0.5127769112586975,0.8363308310508728,0.391442209482193,0.845750629901886,0.30899831652641296,0.8498172760009766,0.23811286687850952,0.8436030745506287,0.5495781302452087,0.8874634504318237,0.4650985300540924,0.9110222458839417,0.4011838138103485,0.9281460046768188,0.3410736620426178,Paper
0.684085488319397,0.5473423004150391,0.627077579498291,0.5784677863121033,0.5667760372161865,0.5549709796905518,0.516365110874176,0.5135226845741272,0.46895667910575867,0.49642375111579895,0.5533906817436218,0.42276081442832947,0.5045738816261292,0.3510008454322815,0.47279638051986694,0.3042742609977722,0.447734534740448,0.26375138759613037,0.5787613987922668,0.3825721740722656,0.5304675102233887,0.3010799288749695,0.4988344609737396,0.2473193109035492,0.4739284813404083,0.20336830615997314,0.6106600761413574,0.36225926876068115,0.571807861328125,0.2832210659980774,0.5467654466629028,0.23626215755939484,0.5257350206375122,0.19751937687397003,0.648859977722168,0.35571831464767456,0.6296586990356445,0.2909453213214874,0.6159567832946777,0.2519436180591583,0.6027102470397949,0.2171243578195572,Paper
0.8725248575210571,0.6130518317222595,0.8043122887611389,0.5966958999633789,0.7642263770103455,0.5537322759628296,0.7413139939308167,0.5129818916320801,0.7301880717277527,0.47781673073768616,0.8025460243225098,0.49509716033935547,0.7834237217903137,0.4428038001060486,0.7733257412910461,0.4101029932498932,0.7675991654396057,0.3843153119087219,0.8376005291938782,0.48116952180862427,0.8238705992698669,0.4305476248264313,0.815575361251831,0.4002327024936676,0.8086102604866028,0.37772998213768005,0.8717314004898071,0.476525217294693,0.8682076334953308,0.43053698539733887,0.8630759119987488,0.4012414216995239,0.8601321578025818,0.3789817988872528,0.909702718257904,0.4782123863697052,0.9137592911720276,0.4402737021446228,0.9135568141937256,0.41877803206443787,0.913191020488739,0.4001791477203369,Paper
0.7716915011405945,0.6666598916053772,0.7171887755393982,0.6306924819946289,0.6770108342170715,0.564335823059082,0.651185929775238,0.5014962553977966,0.6209904551506042,0.4536093771457672,0.7121144533157349,0.4856595993041992,0.6947982907295227,0.39889711141586304,0.6838839054107666,0.34357208013534546,0.677870512008667,0.29121559858322144,0.754233181476593,0.47861507534980774,0.753550112247467,0.3793700039386749,0.7546787261962891,0.3119974732398987,0.7573156952857971,0.25322359800338745,0.7923502922058105,0.49604958295822144,0.8097931146621704,0.4016651213169098,0.8229557275772095,0.3401187062263489,0.8327997326850891,0.28428173065185547,0.8251637816429138,0.5307009816169739,0.8541769981384277,0.4663792550563812,0.8738654851913452,0.4206068813800812,0.8888943195343018,0.37578609585762024,Paper
